word,freq,nivel,longitud
cultivara,0.0245,difícil,9
ciclope,0.0479,difícil,7
cranes,0.044700000000000004,difícil,6
agresoras,0.0479,difícil,9
cardar,0.0219,difícil,6
dogal,0.0398,difícil,5
informatizar,0.0331,difícil,12
cachaza,0.13799999999999998,difícil,7
almendro,0.468,difícil,8
preocupabas,0.0355,difícil,11
escultora,0.234,difícil,9
arcillo,0.0589,difícil,7
impotente,2.09,difícil,9
reanimaron,0.024,difícil,10
lindas,8.32,difícil,6
reflejaran,0.0955,difícil,10
pachuli,0.049,difícil,7
facho,0.617,difícil,5
rediviva,0.0331,difícil,8
aconsejar,2.09,difícil,9
flirteos,0.06459999999999999,difícil,8
firmes,7.41,difícil,6
yates,1.8599999999999999,difícil,5
avistando,0.02,difícil,9
perseguidora,0.0813,difícil,12
auspiciosa,0.0724,difícil,10
cascarita,0.126,difícil,9
locaciones,1.2,difícil,10
restaurase,0.015799999999999998,difícil,10
admirando,0.955,difícil,9
chubutense,0.12,difícil,10
misticas,0.017,difícil,8
perseverando,0.102,difícil,12
debacles,0.018600000000000002,difícil,8
escalona,1.0699999999999998,difícil,8
sarcofago,0.0219,difícil,9
inaplazable,0.0851,difícil,11
arrocero,0.10700000000000001,difícil,8
apoca,0.0195,difícil,5
entusiasta,4.470000000000001,difícil,10
rendiciones,0.17800000000000002,difícil,11
favos,0.02,difícil,5
fraguaron,0.0537,difícil,9
determinara,0.295,difícil,11
comercien,0.0263,difícil,9
porqueria,1.12,difícil,9
autenticas,0.155,difícil,10
obrare,0.0295,difícil,6
establezcamos,0.162,difícil,13
recrear,2.24,difícil,7
diezmado,0.295,difícil,8
rodena,0.011,difícil,6
anarquistas,3.98,difícil,11
flecha,6.92,difícil,6
naranjas,4.57,difícil,8
enzima,1.5799999999999998,difícil,6
machacadas,0.151,difícil,10
subalterno,0.6759999999999999,difícil,10
relegada,0.589,difícil,8
ambienta,0.166,difícil,8
ipecacuana,0.0562,difícil,10
perdonadas,0.0955,difícil,10
esclarecer,2.09,difícil,10
emborrachando,0.031599999999999996,difícil,13
reconcomio,0.0138,difícil,10
privilegian,0.182,difícil,11
piratean,0.0933,difícil,8
reactivacion,0.0324,difícil,12
mamparas,0.16999999999999998,difícil,8
perdere,0.151,difícil,7
requisan,0.024,difícil,8
igualitarios,0.437,difícil,12
arboreto,0.0363,difícil,8
encolada,0.0275,difícil,8
relleno,7.760000000000001,difícil,7
programaba,0.07759999999999999,difícil,10
subasta,6.92,difícil,7
lamentando,0.759,difícil,10
retribucion,0.0661,difícil,11
tricentenario,0.08320000000000001,difícil,13
repetiste,0.08710000000000001,difícil,9
confirmara,0.437,difícil,10
irritante,1.8599999999999999,difícil,9
electoralismo,0.11499999999999999,difícil,13
condumio,0.018600000000000002,difícil,8
buena,372.0,difícil,5
espantosa,2.29,difícil,9
estonios,0.145,difícil,8
rotulan,0.0234,difícil,7
exorcistas,0.182,difícil,10
posicionaron,0.195,difícil,12
loor,0.191,difícil,4
empalmes,0.191,difícil,8
plastificada,0.0468,difícil,12
proporcion,0.5619999999999999,difícil,10
esquilado,0.031599999999999996,difícil,9
inapreciable,0.162,difícil,12
tacita,0.468,difícil,6
operatorios,0.0851,difícil,11
percibido,2.8200000000000003,difícil,9
reivindicacion,0.030199999999999998,difícil,14
brindaron,1.12,difícil,9
inventariando,0.0102,difícil,13
enriquecieran,0.0112,difícil,13
conspiraciones,2.24,difícil,14
escolarizadas,0.0229,difícil,13
boicots,0.245,difícil,7
sedoso,0.39799999999999996,difícil,6
mermelada,3.31,difícil,9
segundero,0.09999999999999999,difícil,9
banqueta,1.0,difícil,8
modernismo,2.09,difícil,10
contengo,0.16999999999999998,difícil,8
ionizantes,0.191,difícil,10
testigo,25.700000000000003,difícil,7
tisera,0.0219,difícil,6
garantizas,0.155,difícil,10
aislemos,0.012299999999999998,difícil,8
domiciliaria,1.4100000000000001,difícil,12
victoriosas,0.26899999999999996,difícil,11
rubo,0.0309,difícil,4
encendemos,0.20900000000000002,difícil,10
apicultores,0.251,difícil,11
votado,8.51,difícil,6
callampas,0.049,difícil,9
rascador,0.11499999999999999,difícil,8
estuviesen,1.95,difícil,10
rosado,4.470000000000001,difícil,6
disecando,0.0162,difícil,9
agraviada,0.302,difícil,9
gastando,3.31,difícil,8
alacalufes,0.0251,difícil,10
corrijas,0.11499999999999999,difícil,8
despilfarro,1.7799999999999998,difícil,11
persone,0.102,difícil,7
hoque,0.0155,difícil,5
enanas,0.631,difícil,6
solicitaron,3.02,difícil,11
palmeral,0.135,difícil,8
pipiolos,0.0537,difícil,8
fasto,0.0562,difícil,5
pesebre,0.891,difícil,7
aspiro,0.8320000000000001,difícil,6
decididamente,1.91,difícil,13
intrascendentes,0.372,difícil,15
abarque,0.49,difícil,7
cambados,0.148,difícil,8
accidentaron,0.0191,difícil,12
sintiendo,7.760000000000001,difícil,9
advertida,0.389,difícil,9
descenso,13.5,difícil,8
alistaran,0.0214,difícil,9
subjetividad,1.66,difícil,12
decoraremos,0.0174,difícil,11
lapachos,0.0724,difícil,8
derroquemos,0.015099999999999999,difícil,11
aridos,0.0209,difícil,6
platicaba,0.17800000000000002,difícil,9
equiparaba,0.0562,difícil,10
ladillando,0.010499999999999999,difícil,10
rodara,0.07759999999999999,difícil,6
configuraste,0.0126,difícil,12
fiches,0.0214,difícil,6
manduca,0.0692,difícil,7
afirmas,0.309,difícil,7
respondona,0.0347,difícil,10
amparara,0.0166,difícil,8
eternice,0.0129,difícil,8
operan,6.92,difícil,6
passim,0.0288,difícil,6
menhir,0.044700000000000004,difícil,6
indignamente,0.037200000000000004,difícil,12
cabronazos,0.0457,difícil,10
escotaduras,0.0219,difícil,11
armoniza,0.204,difícil,8
chuecas,0.105,difícil,7
procuraba,0.28200000000000003,difícil,9
rectangular,2.1900000000000004,difícil,11
deliberativo,0.224,difícil,12
traicionaste,0.10700000000000001,difícil,12
hallar,8.32,difícil,6
insultada,0.21400000000000002,difícil,9
umbrosa,0.031599999999999996,difícil,7
sinfonico,0.0295,difícil,9
pides,6.46,difícil,5
adquiere,7.41,difícil,8
mentado,0.537,difícil,7
salubridad,1.32,difícil,10
sofisma,0.112,difícil,7
aedas,0.0132,difícil,5
conmocionadas,0.0115,difícil,13
raticidas,0.015799999999999998,difícil,9
ciliar,0.12,difícil,6
albanesas,0.06459999999999999,difícil,9
exfoliante,0.162,difícil,10
empleados,53.699999999999996,difícil,9
disciernen,0.0191,difícil,10
eliminaba,0.324,difícil,9
embriagaron,0.0339,difícil,11
divorciada,1.17,difícil,10
taquero,0.234,difícil,7
lavaje,0.0501,difícil,6
ostricultura,0.0102,difícil,12
prohibas,0.012299999999999998,difícil,8
agresora,0.195,difícil,8
conectan,3.2399999999999998,difícil,8
nitrogenado,0.0427,difícil,11
racionalidad,2.24,difícil,12
petamos,0.0162,difícil,7
fatigosa,0.060300000000000006,difícil,8
arreglos,7.94,difícil,8
impresionante,27.5,difícil,13
acelga,0.355,difícil,6
marcaciones,0.0468,difícil,11
auxiliadoras,0.011,difícil,12
factures,0.0138,difícil,8
rascar,0.7080000000000001,difícil,6
comentan,5.010000000000001,difícil,8
taime,0.0112,difícil,5
clamar,0.39799999999999996,difícil,6
imites,0.0794,difícil,6
rizado,1.4100000000000001,difícil,6
eucaristia,0.0457,difícil,10
raros,9.120000000000001,difícil,5
cooperadoras,0.0468,difícil,12
repare,0.575,difícil,6
borrico,0.129,difícil,7
envases,3.09,difícil,7
socializaron,0.0219,difícil,12
matizar,0.692,difícil,7
descomprime,0.0275,difícil,11
horticultores,0.0813,difícil,13
faras,0.0331,difícil,5
penaltis,1.17,difícil,8
picadoras,0.0398,difícil,9
crioterapia,0.051300000000000005,difícil,11
divorciadas,0.407,difícil,11
chocho,1.12,difícil,6
remoloneando,0.0155,difícil,12
soplaste,0.0234,difícil,8
baldosa,0.603,difícil,7
triguera,0.0324,difícil,8
ficciones,1.1,difícil,9
anones,0.0135,difícil,6
calumniado,0.123,difícil,10
bolilla,0.186,difícil,7
brio,0.14100000000000001,difícil,4
retos,12.3,difícil,5
abrimos,3.63,difícil,7
tunos,0.0363,difícil,5
resonador,0.21400000000000002,difícil,9
apestado,0.191,difícil,8
traquetea,0.0117,difícil,9
estimo,1.66,difícil,6
provoco,0.603,difícil,7
gaetano,0.427,difícil,7
identifiquemos,0.112,difícil,14
laureados,0.234,difícil,9
ayatola,0.044700000000000004,difícil,7
gobiernes,0.06459999999999999,difícil,9
chatura,0.015799999999999998,difícil,7
reprimir,4.68,difícil,8
apacentando,0.0115,difícil,11
adulterado,0.302,difícil,10
mantenedora,0.0295,difícil,11
eleccion,3.89,difícil,8
peonia,0.0339,difícil,6
investigas,0.224,difícil,10
subestimen,0.302,difícil,10
codifica,0.39799999999999996,difícil,8
transferimos,0.060300000000000006,difícil,12
chamorros,0.0229,difícil,9
favorecieron,0.5249999999999999,difícil,12
impares,0.692,difícil,7
urbano,25.1,difícil,6
hila,0.204,difícil,4
amparas,0.0224,difícil,7
conversas,0.155,difícil,9
masticados,0.0417,difícil,10
pretendas,0.692,difícil,9
traicionen,0.123,difícil,10
inicialmente,14.5,difícil,12
bufonadas,0.0331,difícil,9
tebanos,0.0724,difícil,7
permeada,0.031599999999999996,difícil,8
deudoras,0.060300000000000006,difícil,8
durmientes,0.575,difícil,10
charlos,0.0102,difícil,7
fusileros,0.372,difícil,9
dara,1.91,difícil,4
cultiven,0.126,difícil,8
interrumpo,0.17800000000000002,difícil,10
inherentes,2.09,difícil,10
unificara,0.0309,difícil,9
lastimoso,0.251,difícil,9
frecuentando,0.135,difícil,12
fifa,18.2,difícil,4
penosos,0.339,difícil,7
zarzales,0.0437,difícil,8
calate,0.0112,difícil,6
reto,22.900000000000002,difícil,4
cabezuela,0.13799999999999998,difícil,9
profusos,0.0263,difícil,8
amanerado,0.162,difícil,9
vivamente,0.33099999999999996,difícil,9
reiteraciones,0.0692,difícil,13
cavernoso,0.129,difícil,9
ollas,2.34,difícil,5
masturbaste,0.024,difícil,11
celebrante,0.112,difícil,10
protagonismo,5.890000000000001,difícil,12
gasolina,21.4,difícil,8
frecuentemente,15.8,difícil,14
interindividual,0.0135,difícil,15
picaflores,0.0457,difícil,10
aconitina,0.0204,difícil,9
veza,0.049,difícil,4
perseguiste,0.015799999999999998,difícil,11
edulcorante,0.479,difícil,11
sobreviviste,0.135,difícil,12
ches,0.309,difícil,4
sustentando,0.126,difícil,11
apendeja,0.0363,difícil,8
vueltos,0.5619999999999999,difícil,7
desahucio,1.55,difícil,9
enfocaran,0.0468,difícil,9
alergico,0.0933,difícil,8
enfriadora,0.0166,difícil,10
depresoras,0.0112,difícil,10
filigranas,0.229,difícil,10
etiquetar,1.66,difícil,9
profetismo,0.018600000000000002,difícil,10
espetos,0.024,difícil,7
forzaran,0.08320000000000001,difícil,8
impriman,0.234,difícil,8
cucharaditas,0.324,difícil,12
jurabas,0.0214,difícil,7
ampla,0.0363,difícil,5
retuvieron,0.8320000000000001,difícil,10
determinas,0.0724,difícil,10
alumbramos,0.0102,difícil,10
chupetines,0.135,difícil,10
robinson,5.010000000000001,difícil,8
morado,4.68,difícil,6
chinampera,0.0107,difícil,10
explotaron,0.871,difícil,10
flechazos,0.145,difícil,9
aligere,0.0224,difícil,7
cardillo,0.051300000000000005,difícil,8
urao,0.0107,difícil,4
amalgama,1.0699999999999998,difícil,8
conserjes,0.372,difícil,9
escogeria,0.0162,difícil,9
alcaloide,0.263,difícil,9
diarreica,0.0224,difícil,9
foresto,0.018600000000000002,difícil,7
gallina,8.709999999999999,difícil,7
embotellamientos,0.24,difícil,16
ensaimada,0.0537,difícil,9
guecho,0.0589,difícil,6
arribismo,0.14100000000000001,difícil,9
lechero,0.912,difícil,7
retiraran,0.49,difícil,9
sumerge,1.0699999999999998,difícil,7
artralgia,0.0269,difícil,9
interceptaban,0.0129,difícil,13
tahitianas,0.0107,difícil,10
rasga,0.372,difícil,5
gitanas,0.589,difícil,7
nola,0.45699999999999996,difícil,4
resquebrajadas,0.0132,difícil,14
usas,8.91,difícil,4
incinerado,0.355,difícil,10
deslindan,0.0468,difícil,9
goyescos,0.0204,difícil,8
plastas,0.0724,difícil,7
patentados,0.275,difícil,10
restinga,0.166,difícil,8
indices,0.9769999999999999,difícil,7
matinal,1.74,difícil,7
semilunares,0.0117,difícil,11
pecosa,0.162,difícil,6
salchichon,0.0282,difícil,10
fenomenales,0.24,difícil,11
escudas,0.0219,difícil,7
cartea,0.0275,difícil,6
denunciadores,0.0132,difícil,13
prorratear,0.0162,difícil,10
aja,1.8599999999999999,difícil,3
inhumanas,0.631,difícil,9
voltaje,2.8200000000000003,difícil,7
contrario,93.30000000000001,difícil,9
rogamos,1.2,difícil,7
miligramo,0.112,difícil,9
limpiadora,0.407,difícil,10
baronia,0.044700000000000004,difícil,7
indigestos,0.0141,difícil,10
meditamos,0.0676,difícil,9
diurno,0.8320000000000001,difícil,6
friegues,0.030199999999999998,difícil,8
subempleo,0.24,difícil,9
tapaste,0.06459999999999999,difícil,7
flotilla,1.26,difícil,8
pisanos,0.049,difícil,7
cestas,0.7759999999999999,difícil,6
inscripta,0.155,difícil,9
concatenada,0.017,difícil,11
constatamos,0.195,difícil,11
agustin,2.24,difícil,7
suculentos,0.33099999999999996,difícil,10
identifican,5.010000000000001,difícil,11
tragedia,19.1,difícil,8
vocativos,0.0209,difícil,9
checado,0.06459999999999999,difícil,7
certifican,0.363,difícil,10
recreaban,0.0339,difícil,9
etiquetados,0.692,difícil,11
detalladas,2.04,difícil,10
patacas,0.0141,difícil,7
enramada,0.08710000000000001,difícil,8
cafiche,0.0229,difícil,7
desventaja,5.010000000000001,difícil,10
longevidad,1.4500000000000002,difícil,10
aporten,1.23,difícil,7
febles,0.13199999999999998,difícil,6
repudien,0.0282,difícil,8
purezas,0.015799999999999998,difícil,7
muestrales,0.148,difícil,10
melcochas,0.0155,difícil,9
reaccionas,0.33099999999999996,difícil,10
bandeado,0.031599999999999996,difícil,8
servos,0.0631,difícil,6
penetres,0.0282,difícil,8
acusaciones,13.200000000000001,difícil,11
maravillado,0.603,difícil,11
vendavales,0.0977,difícil,10
blanqueos,0.0309,difícil,9
ferradas,0.0178,difícil,8
miga,1.1,difícil,4
supongas,0.0851,difícil,8
connotada,0.0347,difícil,9
expedientada,0.0132,difícil,12
insostenibles,0.55,difícil,13
espigada,0.0417,difícil,8
evidenciamos,0.0138,difícil,12
colimba,0.0676,difícil,7
esfumen,0.0209,difícil,7
aniquilados,0.417,difícil,11
derribos,0.145,difícil,8
vendian,0.204,difícil,7
corticales,0.21400000000000002,difícil,10
combinados,2.5100000000000002,difícil,10
paseamos,0.309,difícil,8
veje,0.0129,difícil,4
corbatas,0.871,difícil,8
solapados,0.112,difícil,9
toste,0.031599999999999996,difícil,5
leyeron,2.63,difícil,7
corrido,4.8999999999999995,difícil,7
caballitos,0.5619999999999999,difícil,10
recorriendo,4.68,difícil,11
sufridas,1.51,difícil,8
alveolar,0.468,difícil,8
despojaba,0.0437,difícil,9
eucariontes,0.0339,difícil,11
amatorios,0.0331,difícil,9
cautivaron,0.191,difícil,10
erroneas,0.0562,difícil,8
roran,0.0204,difícil,5
estadal,0.28200000000000003,difícil,7
setabense,0.0126,difícil,9
escatimar,0.309,difícil,9
camilo,6.31,difícil,6
atropellamientos,0.0437,difícil,16
coordinaba,0.126,difícil,10
luterano,0.295,difícil,8
hablantes,4.68,difícil,9
pertenencia,5.5,difícil,11
cursillos,0.38,difícil,9
yuxtaponer,0.0245,difícil,10
desajustados,0.017,difícil,12
soplapollas,0.08320000000000001,difícil,11
desmejoramiento,0.0219,difícil,15
arruga,1.0,difícil,6
reemplacemos,0.0178,difícil,12
computable,0.145,difícil,10
panacea,1.0,difícil,7
aventon,0.044700000000000004,difícil,7
amad,0.28200000000000003,difícil,4
amenazados,2.34,difícil,10
insuficiencias,0.251,difícil,14
cortadas,2.75,difícil,8
estrenaremos,0.0457,difícil,12
consola,8.13,difícil,7
henry,20.0,difícil,5
radio,107.0,difícil,5
multiplique,0.309,difícil,11
vencer,17.4,difícil,6
desplumado,0.0891,difícil,10
achatamiento,0.0363,difícil,12
serviola,0.015799999999999998,difícil,8
cotiledones,0.12,difícil,11
pendas,0.0148,difícil,6
treponema,0.06459999999999999,difícil,9
intercambiemos,0.06459999999999999,difícil,14
reasumiendo,0.017,difícil,11
recen,0.871,difícil,5
acometiendo,0.13199999999999998,difícil,11
pintoras,0.0759,difícil,8
alcalde,60.300000000000004,difícil,7
implica,33.9,difícil,7
boza,0.263,difícil,4
ovoideo,0.0251,difícil,7
lumbar,1.26,difícil,6
pudor,1.95,difícil,5
espesar,0.0851,difícil,7
actores,32.4,difícil,7
levantemos,0.49,difícil,10
acostamos,0.34700000000000003,difícil,9
pelis,3.09,difícil,5
desagradable,9.33,difícil,12
glacis,0.09999999999999999,difícil,6
destinaron,0.603,difícil,10
presuponga,0.0209,difícil,10
emociones,21.900000000000002,difícil,9
inventariadas,0.0437,difícil,13
devanados,0.0537,difícil,9
morireis,0.0204,difícil,8
censistas,0.0363,difícil,9
granuloso,0.0398,difícil,9
civilizados,1.8599999999999999,difícil,11
tahona,0.129,difícil,6
imprescindible,9.33,difícil,14
indubitada,0.0162,difícil,10
enrolle,0.0589,difícil,7
fortifica,0.08320000000000001,difícil,9
teniais,0.0631,difícil,7
cobije,0.0389,difícil,6
pesebres,0.123,difícil,8
reformados,0.49,difícil,10
promotores,5.13,difícil,10
exonera,0.389,difícil,7
inquiriendo,0.0182,difícil,11
isotopos,0.0347,difícil,8
olivarero,0.018600000000000002,difícil,9
partidarias,0.955,difícil,11
litronas,0.0145,difícil,8
radicado,2.04,difícil,8
cabido,0.12,difícil,6
segovianos,0.117,difícil,10
promulgue,0.174,difícil,9
reprobaciones,0.0141,difícil,13
berzal,0.0115,difícil,6
cedimos,0.044700000000000004,difícil,7
merecemos,5.010000000000001,difícil,9
modestos,1.1,difícil,8
filarmonica,0.0324,difícil,11
viviriamos,0.0269,difícil,10
cagaria,0.16999999999999998,difícil,7
holistico,0.011,difícil,9
sartal,0.011,difícil,6
pitusas,0.0479,difícil,7
combas,0.0282,difícil,6
faltaba,11.7,difícil,7
linguistica,0.145,difícil,11
ladraron,0.0501,difícil,8
oboe,0.372,difícil,4
lastimaria,0.0191,difícil,10
excursion,0.263,difícil,9
quienquiera,1.1,difícil,11
intermareal,0.09999999999999999,difícil,11
esterilizadas,0.174,difícil,13
chincheta,0.0724,difícil,9
pajarera,0.151,difícil,8
equipen,0.0141,difícil,7
opresivas,0.148,difícil,9
cornisamento,0.012,difícil,12
modulares,0.447,difícil,9
saques,2.63,difícil,6
treintones,0.0234,difícil,10
conyuge,0.0741,difícil,7
remplazados,0.0676,difícil,11
desapasionada,0.0933,difícil,13
incurso,0.0851,difícil,7
sere,1.38,difícil,4
novelar,0.0288,difícil,7
receptores,4.470000000000001,difícil,10
frotado,0.09119999999999999,difícil,7
bautizos,0.49,difícil,8
miro,15.1,difícil,4
cumplimentaron,0.0182,difícil,14
danzaron,0.0155,difícil,8
feldespato,0.295,difícil,10
empero,1.66,difícil,6
licenciada,2.5100000000000002,difícil,10
alcalosis,0.0891,difícil,9
evangelicos,0.0759,difícil,11
sepelio,0.692,difícil,7
logia,2.1900000000000004,difícil,5
rogatoria,0.0676,difícil,9
abrazados,0.813,difícil,9
divorciaron,0.692,difícil,11
unico,19.5,difícil,5
emigradas,0.0195,difícil,9
fretes,0.07759999999999999,difícil,6
canina,1.12,difícil,6
nimios,0.0933,difícil,6
transgenicos,0.0537,difícil,12
tributos,4.37,difícil,8
diputacion,0.09119999999999999,difícil,10
saltaran,0.10700000000000001,difícil,8
exposiciones,9.55,difícil,12
profecias,0.09999999999999999,difícil,9
vale,138.0,difícil,4
basilar,0.155,difícil,7
precinto,0.407,difícil,8
flotes,0.0129,difícil,6
flojos,1.66,difícil,6
emprender,8.709999999999999,difícil,9
manetas,0.0234,difícil,7
miniaturizado,0.025699999999999997,difícil,13
corchado,0.0501,difícil,8
fiat,3.09,difícil,4
dibujan,1.1,difícil,7
numeramos,0.0112,difícil,9
asamblearias,0.025699999999999997,difícil,12
amainado,0.030199999999999998,difícil,8
tardona,0.0117,difícil,7
deportar,1.0,difícil,8
conspicuas,0.08320000000000001,difícil,10
transciende,0.13199999999999998,difícil,11
jodones,0.018600000000000002,difícil,7
modelamos,0.0155,difícil,9
ocupadas,4.37,difícil,8
priorizados,0.0955,difícil,11
dispararia,0.0126,difícil,10
contuvo,0.692,difícil,7
sestercios,0.11,difícil,10
tragadero,0.0112,difícil,9
bisontes,0.224,difícil,8
eficiencia,14.1,difícil,10
dormiras,0.0178,difícil,8
estreptococos,0.135,difícil,13
neutralizadores,0.0174,difícil,15
vendes,2.1900000000000004,difícil,6
descastada,0.015099999999999999,difícil,10
gratificacion,0.0355,difícil,13
germine,0.0759,difícil,7
bobeando,0.0112,difícil,8
chilenismos,0.0457,difícil,11
siemens,1.32,difícil,7
albufera,0.324,difícil,8
trasmallo,0.0162,difícil,9
indiscretas,0.191,difícil,11
limitada,16.6,difícil,8
atropelladas,0.13799999999999998,difícil,12
subversiones,0.057499999999999996,difícil,12
sobornamos,0.031599999999999996,difícil,10
desfachatez,0.741,difícil,11
chicharreros,0.0117,difícil,12
chafas,0.09999999999999999,difícil,6
natatorio,0.0813,difícil,9
desmadres,0.135,difícil,9
desgajando,0.0195,difícil,10
enchilada,0.145,difícil,9
yacare,0.0389,difícil,6
bulas,0.302,difícil,5
armatostes,0.0115,difícil,10
extensor,0.251,difícil,8
tomillar,0.0251,difícil,8
adentros,0.589,difícil,8
puteaba,0.0933,difícil,7
explicitada,0.0347,difícil,11
embalsa,0.0117,difícil,7
gondola,0.0724,difícil,7
fehaciente,0.851,difícil,10
historiados,0.060300000000000006,difícil,11
caritativas,0.447,difícil,11
arrendamiento,2.95,difícil,13
sobrevuela,0.288,difícil,10
resuena,1.15,difícil,7
pozal,0.025699999999999997,difícil,5
omiti,0.0117,difícil,5
triangulado,0.0162,difícil,11
espesos,0.245,difícil,7
surcada,0.13799999999999998,difícil,7
emanaban,0.102,difícil,8
salvaguardados,0.0275,difícil,14
chinescas,0.0676,difícil,9
vinicultura,0.044700000000000004,difícil,11
confundiera,0.11,difícil,11
salmonera,0.0407,difícil,9
encaramos,0.162,difícil,9
deshonrosas,0.0562,difícil,11
exasperado,0.295,difícil,10
redimir,0.479,difícil,7
pajea,0.08710000000000001,difícil,5
sucumbir,0.891,difícil,8
difamaciones,0.589,difícil,12
ois,0.186,difícil,3
triadas,0.055,difícil,7
prescribiera,0.0219,difícil,12
temerarios,0.45699999999999996,difícil,10
tonelada,3.02,difícil,8
pinaza,0.024,difícil,6
entubados,0.0589,difícil,9
equivaler,0.182,difícil,9
apropiado,12.6,difícil,9
emigracion,0.12,difícil,10
pizca,3.09,difícil,5
palanquillas,0.0234,difícil,12
luian,0.02,difícil,5
desfila,0.427,difícil,7
celinda,0.017,difícil,7
triplicada,0.0178,difícil,10
brizna,0.174,difícil,6
narcisismo,0.7759999999999999,difícil,10
atareadas,0.0204,difícil,9
hechizo,3.31,difícil,7
desarreglo,0.06459999999999999,difícil,10
prestaciones,9.77,difícil,12
tabasco,6.61,difícil,7
decorosas,0.0191,difícil,9
duplico,0.0933,difícil,7
caliche,0.20900000000000002,difícil,7
flexibilizaron,0.0132,difícil,14
llenaron,3.02,difícil,8
avivado,0.245,difícil,7
entibia,0.0398,difícil,7
colectada,0.0741,difícil,9
hallazgos,6.61,difícil,9
provean,0.427,difícil,7
tramposa,0.5249999999999999,difícil,8
supiera,6.76,difícil,7
barrigones,0.0347,difícil,10
asocial,0.21400000000000002,difícil,7
permanezcamos,0.204,difícil,13
debatiremos,0.105,difícil,11
pretensiones,3.63,difícil,12
mexicanas,8.91,difícil,9
mireis,0.0479,difícil,6
averiguen,0.0724,difícil,9
susodicho,1.0499999999999998,difícil,9
formalidades,1.17,difícil,12
acallado,0.09119999999999999,difícil,8
vistamos,0.061700000000000005,difícil,8
inocentona,0.0166,difícil,10
donado,2.63,difícil,6
lusitanica,0.0269,difícil,10
focal,1.15,difícil,5
aquelarre,0.646,difícil,9
huancavilca,0.0331,difícil,11
argumentativo,0.24,difícil,13
ronroneo,0.195,difícil,8
discursos,15.5,difícil,9
aprendizaje,24.0,difícil,11
ratificando,0.363,difícil,11
reembolsa,0.0692,difícil,9
embrionaria,0.309,difícil,11
escribiremos,0.309,difícil,12
acreditara,0.0525,difícil,10
jaibas,0.0525,difícil,6
fineses,0.060300000000000006,difícil,7
ocultado,1.7799999999999998,difícil,8
pifian,0.0224,difícil,6
despachara,0.0145,difícil,10
impronunciables,0.0282,difícil,15
calenta,0.0214,difícil,7
atragante,0.0813,difícil,9
yendo,26.299999999999997,difícil,5
confiesan,0.479,difícil,9
ramoneo,0.017,difícil,7
inoportuno,0.851,difícil,10
inventes,0.468,difícil,8
atemorizador,0.011,difícil,12
extensivas,0.191,difícil,10
charlaban,0.0692,difícil,9
supere,3.02,difícil,6
tardo,2.57,difícil,5
demandes,0.0427,difícil,8
dentudo,0.0174,difícil,7
leidos,0.191,difícil,6
zumbe,0.0148,difícil,5
perceptiva,0.275,difícil,10
chipotles,0.0155,difícil,9
rechazas,0.363,difícil,8
prototipos,1.66,difícil,10
bulones,0.0813,difícil,7
imitamos,0.09999999999999999,difícil,8
pigmeas,0.012,difícil,7
rita,8.51,difícil,4
malaya,1.0,difícil,6
cunda,0.6759999999999999,difícil,5
tirosina,0.151,difícil,8
entristecen,0.148,difícil,11
nieve,24.5,difícil,5
administra,4.27,difícil,10
soldo,0.030199999999999998,difícil,5
supermercados,6.76,difícil,13
regulase,0.0251,difícil,8
mintiese,0.0178,difícil,8
recuperaste,0.08710000000000001,difícil,11
lanzadoras,0.0195,difícil,10
legalizada,0.7080000000000001,difícil,10
rubiera,0.0708,difícil,7
documentado,4.57,difícil,11
soles,4.79,difícil,5
flipa,0.204,difícil,5
lamentaremos,0.08320000000000001,difícil,12
hiendo,0.0692,difícil,6
diagonalmente,0.117,difícil,13
bombacho,0.0363,difícil,8
patacon,0.0324,difícil,7
calefactores,0.129,difícil,12
linchan,0.204,difícil,7
evo,7.760000000000001,difícil,3
lames,0.0851,difícil,5
enumere,0.0977,difícil,7
sierpes,0.08320000000000001,difícil,7
criminaliza,0.309,difícil,11
chinchas,0.024,difícil,8
resalten,0.117,difícil,8
frescas,3.8,difícil,7
oriunda,0.692,difícil,7
mediocridades,0.0468,difícil,13
costosamente,0.0178,difícil,12
dudan,1.8199999999999998,difícil,5
elixires,0.0708,difícil,8
amargados,0.575,difícil,9
sieso,0.0537,difícil,5
seleccion,2.8200000000000003,difícil,9
baloto,0.0417,difícil,6
guacamaya,0.174,difícil,9
banderolas,0.234,difícil,10
lloviese,0.0324,difícil,8
aproximativo,0.0166,difícil,12
correligionario,0.145,difícil,15
atrapas,0.09999999999999999,difícil,7
suave,21.900000000000002,difícil,5
posesivos,0.234,difícil,9
inherencia,0.015099999999999999,difícil,10
extracurricular,0.11,difícil,15
reincorpora,0.105,difícil,11
sumergidas,0.589,difícil,10
sari,0.575,difícil,4
ganaste,4.37,difícil,7
amigar,0.024,difícil,6
azuzados,0.0219,difícil,8
permanecia,0.0269,difícil,10
negociacion,0.589,difícil,11
palpable,1.91,difícil,8
reventaran,0.0263,difícil,10
rejuvenecer,0.316,difícil,11
galon,0.0977,difícil,5
politicas,1.8199999999999998,difícil,9
trasfondos,0.129,difícil,10
fortalezco,0.0178,difícil,10
avellanada,0.0138,difícil,10
calientes,10.0,difícil,9
valonas,0.0282,difícil,7
agnosia,0.0708,difícil,7
disnea,0.34700000000000003,difícil,6
amonestar,0.145,difícil,9
